word,frequency
tutu,256
aadyaatmik,256
utraadhikaari,256
kaarykrtaahru,411
paarthky,51
unmulnmaa,256
snghrsrt,254
bhaartiyko,256
daavaar,292
mudrn,157
gaaandhikaa,1014
adhiraajyle,527
shtbaarsik,156
prtimaahru,794
cheoo,256
taabhistok,159
30kaa,159
nyuyork,321
yuniyn,351
skvaayr,246
etlaantaa,159
vaashingatn,159
maasushets,156
dutaavaasko,461
pitrmritjebrga,52
mdaam,159
tusaud,159
mom,159
nyu,400
yaark,159
frends,226
srvis,227
kmiti,161
naamaangkn,450
khed,256
saarvjaanik,519
garyop,57
ndinko,159
rokiyo,336
paakistaanbikmaa,256
chedinu,159
thiyo.gaaandhi,49
garindaa,290
shrddhaanyjliko,256
adhigarhn,651
30jnvri,159
smritiko,310
kholiyo,203
antimko,159
thlnkaa,159
gaai,256
kinhit,159
punytithi,51
skulhrumaa,314
denip,159
spenmaa,256
gaolaarddhko,256
kyaalendr,372
ntijaa,288
shaantivaad,256
avdhaarnaako,389
dristikonko,762
muslim,256
paapyukt,256
hikkikaaundin,256
bhaaikaaraa,242
ektaalaai,256
kaahnehru,256
dubaikaa,428
uniru,256
tukraitukraa,256
kijko,291
raajei,52
skdainn,315
smjhnchu,256
chodnu,256
kaidmaa,384
ablaambit,256
jyaak,279
homr,726
jinnaasnga,256
shmtiko,256
jillaahruko,295
jnmt,455
raakhnule,160
hinduhru,590
kholi,242
paakistaanihrule,256
aankeko,163
gare.vinaayk,160
saavrkaar,160
mnaaunaa,163
laaprvaah,256
bhndaaphile,160
bhaagamaamaa,256
kaatidinu,160
vivaadspd,312
paakistaani,1930
aayeshaa,160
jlaal,256
dinchin,256
ligasnga,256
ikchuk,463
musln,160
togadiyaa,256
kmjoriko,256
ijraayilko,160
pyaalestaainnko,256
aruki,164
jnaaaa,521
msnga,341
yhudihruko,2355
utpidn,675
jhnjht,336
skdchu,256
yhudihrusnga,242
njdiki,267
bhrko,242
mitrhrudvaaraa,256
utpidnko,1117
vivekshuny,256
kaamnaale,264
mnjuri,165
baaiblmaa,256
jiddi,156
firtimaa,256
pyaalestaainlaai,256
kaahn,160
prithvikaa,567
bnaaundainn,256
jivikopaarjn,516
pyaalestaain,512
arbhruko,256
usaigari,256
fraanselihruko,256
arbhru,291
adhiropit,257
amaanviy,256
pyaalestaainmaa,256
aakaar,435
lpetmaa,163
bhgat,435
sukhdev,256
udm,163
raajgaurulaai,237
sunaaieko,256
dlhrumaa,278
angarejhru,156
bhidnt,284
aatmrksaako,262
jaiksko,163
ridr,256
yhudivaad,256
semetism,256
yhudihru,1065
shnupraa,256
trikaako,305
yhudi,1445
hunthen,739
jrmnilaai,265
vaavjud,256
dhmkyaaunch,256
haanch,256
andhyaaro,263
fyaankidinch,256
tdipaar,163
mtbhedi,256
aakrnko,257
garnechu,322
bhaaihruko,256
prtiksaa,444
gardinn,256
aaun,256
praitrodhmaa,163
jodiyun,256
udhaarn,163
maannko,256
hunechn,337
shnchn,163
aannd,621
hitlrko,393
suvikaarit,256
niskrsit,256
atyaakaarhruko,256
dimaaga,340
svekchyaapurvk,163
shnko,313
bdlinech,256
vktvyhruko,256
mitrhrule,256
yhudihrulaai,512
apilko,256
aaloknaamaa,268
ptrkaa,322
kting,256
aaloknaahrule,256
anyaayko,455
btaaiyo,285
bilkul,331
tyaagane,239
tyaagako,227
hos.unle,49
aaloknaahruko,268
mitrhrulaai,256
aasnn,355
aahutilaai,256
byaanle,256
tikaakaarhruko,163
gare.maartin,163
bubr,163
joki,163
tiksn,250
aaloknaatmk,256
bubrle,163
dridhaasnga,52
maanishrusnga,456
naajihru,163
yhudihrusnga,256
blko,654
pryogako,742
utpidnlaai,256
sndrbhit,207
upraavit,256
sujhaae,215
saamaanaantr,256
jmaanaako,256
hitlr,257
utsaahsnga,256
anny,377
jngai,353
amaanviytaa,256
maanviytaako,256
nidr,302
avishvsniy,256
ugartaa,163
nyaaysngat,256
maanvtaako,310
jrmniko,378
dhit,326
yuddhlaai,365
skindo,256
raakhdinn,256
noksaanko,256
trhko,251
aash,278
afrikaalaai,256
shuruaati,774
kaaraagaaar,597
asbhy,256
kaidiko,256
trh,527
aprvaasko,163
maandchu,256
maanaun,256
gaoro,271
shrest,163
ashvetsnga,256
vrgaikrnlaai,256
nisndeh,256
hunuhos,320
nslvaadi,163
aaropko,297
bhaanaa,768
vaahed,512
mulgarnth,256
meking,512
politikl,633
riformr,256
saaooth,512
vivaadko,1193
adhyaay,562
smudaahruko,419
nitihrumaa,256
junko,256
laajimi,256
vibhaajiy,256
adhik,163
dridhe,53
afrikihru,256
abhivyktimaa,410
purvaagarh,256
kaarnko,278
binduhru,256
johaansbrga,419
nkaaraatmk,801
kaidi,256
aalokkhru,163
prtimaako,580
anaavrn,641
anaavrit,256
vaahedle,256
riformaar,256
anubhaaga,256
pindhihrumaa,163
adhipty,352
viraast,257
joddch,256
hvaalaa,258
anaavrnko,256
thhryaanun,256
njr,547
kaarnmaa,163
nslvaadi,196
byaaniko,163
svshaasn,260
skos,263
smudaayhru,229
taalstoyko,256
adkn,256
nbni,256
dhaankaako,163
bhaartihru,51
garidin,256
hindustaanlaai,256
ingalistaan,227
nhunaako,256
krkhaa,120
smvodhit,239
aktobrunko,4
shrmikhrulaai,239
chuvaachutko,239
lokpriytaa,1054
saabrmti,239
kishori,56
ptibaat,56
pune,207
enjils,99
raastrpitaa'ko,91
bhojnlaaiaafno,82
chnle,86
hdtaalhrukoko,205
jaaninchle,168
laaishyoga,89
mhtvaakaanksaalaaitaadhaa,89
ashyogalaaitaadhaa,92
maaysko,92
anuyaayihrulaaiunibaat,93
bilaaikunaav,93
maach,93
purvaabhyaasko,171
muslimhruko,205
yuddhlaairokne,96
laaipaisaa,97
laaipchi,97
maakaid,97
laaivrsko,102
paarthkyko,205
mudrnko,205
tiktko,205
skvaayrko,138
laaipurskrit,108
punytithimaa,205
ptraakaarmaa,229
hunle,112
kaarykrtaahrulaaiaagaaami,112
bhaartihrulaaisthaanaantrit,112
julu,303
pitrmritjbrga,107
dridhtaasnga,204
gar‍yod,52
pr‍yor,76
garnupr‍yor,28
gar‍yo,87
gar‍yom,89
gar‍yop,102
yunibhrsiti,178
1921maa,165
1930maa,427
1875maa,78
1918maa,136
1924maa,175
1928maa,158
1934ko,68
1893maa,108
1903maa,131
1914maa,215
1890maa,156
raajbaat,134
sutbaat,178
pryogadvaaraa,204
aandolndvaaraa,178
anggarejle,857
ahmdaabaadbaat,178
anggarejko,961
kriketrbaat,66
kdmbaat,102
prkaardvaaraa,142
mukhbaat,402
siddhaantbaat,178
aashrmbaat,178
hridybaat,149
abhyaasbaat,149
anggarejdvaaraa,341
britishdvaaraa,178
smudaaysnga,167
pr‍yod,44
1883maa,44
1885maa,44
1888maa,87
maajnme,20
1897maa,44
1900maa,182
jmindaarhru,136
jmindaarhruko,159
raajgaurulaai,19
snsaarbhri,147
1892maa,33
vrski,132
johaansbrgamaa,33
saaniko,33
gaaardiyn,33
sviny,91
garibibaat,240
krkhaa'maa,2
hinduko,111
kaathiyaavaadmaa,123
krmkndki,123
svaasnihru,80
durblhrumaa,80
bidyaalyko,57
chaatrko,80
rhyo,665
vhaanle,267
ghrbeti,81
kaauli,308
apnaaunuko,81
bhojnlaai,81
sosaaitikaa,81
surmaa,65
vels,682
esosieshnko,81
maangamaa,60
frkie,59
mumbimaa,233
bheten,59
jaaherivaalaahruko,123
fyaakieko,79
gariepchi,19
julu,20
maanytaako,223
maanishrubaat,79
opiniynmaa,79
bikaarmaa,107
msyodaa,95
bhaartiyhrubaat,119
prveshko,265
afrikaabaat,409
jkdiaa,117
khderiko,79
bidhmaan,79
aafuprtiko,94
jitdai,117
gaaaunhruko,395
netritvlaai,117
julushru,117
maanga,373
bdhottrilaai,117
sngarhnbaat,117
jliyaanvaalaa,116
puryaayo,82
bhaartiyhrudvaaraa,79
uddeshysnga,116
bikaardhaaraako,16
nispks,79
angarejdvaaraa,26
lgaaaos,79
kaatnmaa,79
mhtvaakaanksaalaai,79
aandolaan,94
raastrpitaako,114
taagamaa,91
februariko,113
klnkko,76
ependisaaitisko,113
khaaldolaai,76
dilaaukaa,113
khaaldo,76
bhrnmaa,76
disembrmaa,276
aprilsmm,112
maail,309
adhiveshnsngaai,112
adklhruko,76
prkaarhrulaai,76
vyrth,271
garun,76
garaa,202
vishvyuddh,281
garko,189
ekhoro,110
svtntrtaabaat,110
maanthe,204
naaraadvaaraa,75
pyaalesmaa,110
bsepchi,190
mhaamaari,110
kaandai,75
maangako,75
abishvaas,75
ghtnaabaat,127
ligamaa,109
balaa,96
naale,109
ghkghkaaiyo,109
asntos,90
asurksaabaat,75
hiddai,75
mhaasbhaasnga,108
thhryaaieko,90
asthilaai,108
vyaapaaridvaaraa,108
enjls,108
kthaasnga,371
rskinko,105
mhaako,73
mhaatmaako,88
mehtaale,88
maanptrkaa,88
albrt,245
aainstaain,189
suki,227
mndaalaai,103
gaaandhibaat,133
anuyaayihrumdhye,102
gaffaar,102
gaaandhimaa,101
braajilko,504
bidrohivaadi,101
laanjaa,70
del,130
bhaasto,101
rnggabhed,300
sngghle,44
sngghrsmaa,143
kaanggaresko,1096
maakhnjisnga,100
sdshytaa,135
sdshy,151
sdshyhrule,116
daajuko,58
frmbaat,58
jaanbaat,59
trenbaat,167
bikaarmaa,76
prdaabaat,100
sngghrsko,306
anggarejsnga,163
bikaardhaaraako,63
kaanggaresle,100
maarkbaat,100
kaanggareslaai,164
prtivddhtaako,100
prtinidhihruko,80
sdshyhru,65
sngkhyaanmaa,65
kaanggaresihru,65
sdshyhrulaai,65
hridyaaghaatbaat,65
kaanggaresi,100
aaptaai,100
gaaandhijibaat,69
aktobrlaai,153
sngklnmaa,71
purskaarbaat,207
sngghrsrt,85
shtvaarsik,100
maasushets,3
shrenibaat,100
vivaadshpd,11
prvin,232
bikaar,4
aavshyktaabaat,100
jiddibaat,100
snhitaabaat,100
anggarejhrusnga,151
vhinbaat,7
kaafirbaat,100
mndaasnga,71
smudaayhrubaat,100
nothru,104
taabhistok,97
etlaantaamaa,97
vaashingatnmaa,67
maakusets,97
pitrmeritsbrga,67
kmitidvaaraa,67
ndinuko,97
purskaarle,97
smritile,97
kothaalaai,97
hiddulkaa,97
stmbhle,97
jnvriko,97
ankmaa,183
maanga,222
ligadvaaraa,96
mnjur,96
spnaakaa,96
bhiheko,96
raakhnulaai,96
saavrkr,96
kaati,178
bibaadaaspd,189
aayshaa,96
ijraaylko,171
abhiruki,96
sodhieko,96
kribi,82
mnjuri,96
rukaaun,96
hrilaal,95
baaristr,52
jnmtdvaaraa,93
arbkaa,93
inggalyaand,93
thor,93
udhm,93
jyaaksko,93
yhudihrudvaaraa,93
koi,139
prtirodhmaa,93
binaasko,93
bilkulai,93
hunechaa,64
aalokkhruko,93
bbrle,93
naajihrudvaaraa,93
nobhembrmaa,96
dekhaae,275
rhos,93
yuvaadvaaraa,93
ugartaakaa,93
chodnech,93
brbr,116
purnrupbaat,186
jrmnidvaaraa,93
aaprvaasko,93
kaafirlaai,93
maanishrudvaaraa,93
jaativaadi,93
raakhdchnle,93
aadhiptymaa,93
aalokkhrudvaaraa,93
johaanesbrgamaa,64
cheucheu,93
viraastmaa,94
pustaahrumaa,93
virodhiko,93
svshaasnko,93
lebh,93
baatoko,581
bhaartihrulaai,93
firtipchi,67
bhedbhaavviruddh,64
smhaalepchi,67
dilaaer,23
1869maa,66
mohndaasmaathi,23
maanishrubik,23
maa,66
jnmie,330
shaiksikstr,23
bhumikr,20
kosisko,22
snggathnhru,53
raastrsngghle,44
styaagarhkaa,44
vishvkvi,44
thaakurle,144
kyaun,332
krkhaamaa,44
praantkaa,43
chotkrimaa,374
kindthe,43
raajkot,43
prveshikaa,140
19aun,126
sngkaay,42
inglyaand,120
shrimdbhgavd,42
ruki,100
thiinn,42
uthaaaa,112
jnmtmaa,40
naalini,38
chodnko,38
dnggaaako,37
svraajko,37
saangketik,58
klngkko,37
kittrnyjn,38
raajgaopaalaakaari,37
tutirheko,37
asmaantaa,78
tunggaaaun,36
laagairhaa,66
purushrudvaaraa,36
daandi,36
hjaaraunko,80
irvindvaaraa,36
vilinggatnle,36
mtthr,36
anuyaayihrulaai,68
prsaarko,256
baabaasaaheb,36
aambedkr,36
dlithrulaai,36
kriket,508
khaadibaat,36
plvngkr,36
baaludvaaraa,36
mdhysttaamaa,36
bnirhaa,36
bhimraav,36
ambedkrle,36
sdshytaabaat,15
jrmnile,107
gaolibaat,35
saanilaai,35
mntrimndl,130
misnko,34
avishvaas,96
kaanggaresdvaaraa,34
sindh,433
lgaieko,229
snggammaa,33
sinsinaati,33
postmaa,33
ptrikaahru,69
hiraastmaa,94
linkaa,98
khtkhtaaaa,33
mumbi,123
yng,32
stori,32
eksperiment,32
vith,33
truth,32
antu,32
laastko,32
nivndh,61
arthshaastrsnga,32
smbdhit,32
vistaarsnga,32
aamrupmaa,49
kitaablaai,164
snykit,105
paanaamaa,270
anuyaayihrule,32
lekhkhrule,34
vrnnko,43
diji,32
tendulkr,32
mhaatmaasnga,32
pyaaraal,32
sushilaa,32
naayr,32
krnl,32
tthyaatmk,32
devtvko,37
mukhundomaa,32
lekhnko,104
luthr,61
laabhsn,31
stibh,31
roaamaa,31
rolaa,31
maauraale,31
alvrt,46
thie.laanjaa,31
aarkko,31
medelin,31
bitaaeki,31
snggaitkaar,36
lennle,31
laayns,138
mndaa,59
taabhistok,30
nyuyork,60
shrmaamaa,30
juniyr,30
vaasinggatnmaa,30
pitrmeritsbrga,30
medm,30
tusaadko,30
frends,30
smitidvaaraa,30
yhudi,459
hunthen,29
yhudihru,155
johaanesvrgamaa,29
mndaasnga,29
inglistaan,29
bhngga,351
nivaasihruko,90
vikaarmaa,157
nimnstrko,26
khaadybaaliko,149
aafuprtiko,23
virodhpchi,22
aandolaanbaahek,22
tkmaa,22
gaaandhimaathi,38
yuvaavrga,21
flibhut,21
nunmaathi,21
gaujraatsmm,21
smundrtrfko,21
sdsytaabaat,120
jidvaaraa,21
polyaandmaathi,20
krkaapchaadi,20
duivrs,20
hptaapchi,226
thaanthe,19
vyaapkstrmaa,19
prisddvaaraa,19
thhr‍yaaieko,18
dshkaunsmm,17
srkaarmaathi,139
ahinsaamaathi,16
pryaavrnvid,16
nautm,15
shraaniy,15
sngghrsrt,15
bhaaikaaraa,14
kholidie,14
yhudihruko,56
yhudihrusnga,14
jivnbhrko,14
raajesh,399
raajeshvr,124
originates,72
eshwar,2
rajesh,20
rajeshwer,2
god,959
indra,2
gods,275
kings,335
ishvrhrukaa,5
raajaahrukaa,78
jnaanud,5
flimstar,1
hghuyr,1
9y4989r948rkjnfvojf2oifelkvfeld3sty,1
thiyo.sty,1
kaarvtai,11
paauhru,2
smaapti,22
paauhru,9
braahmko,1
kthaanusaar,5
styyuga,5
aaitvaar,112
suuru,1
kyaanl,359
soni,42
intertenment,21
tibhibaat,21
indiyn,60
aaidl,21
ngarik,2
kaarykrmaamaa,21
prhrikaa,21
jvaanpni,2
prshaantkaa,21
prhrimai,21
durghtnaamaa,280
prhrimaa,42
prshntko,2
tungsung,21
prshaantko,40
jindgaimaa,21
khilepni,21
sngaitko,436
ngaraaprshaantle,15
akestraamaa,21
svbhaabkaa,2
prshaantle,69
saathihruko,6
anurodhmaa,227
indiynaa,21
aaidlko,21
adishnm,21
aaidlkaa,21
nirnykhru,6
anu,21
mlik,178
jaaved,21
akhtr,21
alishaa,21
kinaai,21
prsnshaa,21
npaaaa,39
raataaraat,27
naam,102
mulukm,21
tibhi,69
singai,21
utpidit,220
aphelit,124
paaridiaale,30
prsnshkhru,6
hausiaa,21
prshaantle,21
aktubrko,21
prstut,21
pltnmaa,19
sdbhaavnaa,140
saathihruko,15
nirnykhru,15
prsnshkhru,15
ngaraa,108
prdeshi,37
filmmaa,118
raajaadhaani,77
kaathmaandaubaat,26
bnaako,142
kndeshvriko,77
rudrmti,77
dhneshvr,103
naaraaynthaan,77
bhimsenko,62
taalaabhrubaat,21
bnaamaa,231
ketihruko,21
shir,236
asptaallaai,77
bhnderbilt,77
vishvvidyaalysnga,21
kolejko,27
bidyaarthihrule,10
embibies,77
nrsinga,77
apaangga,184
bkkaahruko,74
rabilitation,141
centre,158
disabled,82
hrdc,77
apaanggahruko,21
tritiyk,77
syaahaar,154
slykiryaa,77
ngarpaalikaahru,26
bnaaidai,67
gaujrdch,77
ydhypi,77
kolejhru,21
aajaad,375
sekendri,154
skulhrumaa,34
vaili,246
haayr,77
bidyaa,16
btikaa,77
unihrumaa,21
bnepur,91
dhrspur,72
dhnusaakaar,72
aakritimaa,80
dhneshvri,72
aksaanshmaa,72
punymaataa,360
rhrko,99
aitihaasi,72
pshmipttib,72
kintaajnk,72
prdusnko,144
prdin,72
vdhdai,72
dnhun,33
2.5,72
kyu,122
soil,514
waste,484
fohr,145
thupaarne,72
naali,72
sage,72
dhl,72
shddhikrn,72
misinaale,216
prdusit,161
mlmutr,72
naaitred,72
fosfot,72
no3po4,36
kolifrm,72
colliform,72
mlmutrbaat,72
shrikhndpur,72
trekingga,74
udyogabaat,72
mailaa,73
durghndhit,72
vnaako,72
jnvsti,72
vnaa,107
minibs,72
motrsaaikl,72
jsdvaaraa,240
chaadieko,72
dhuvaanle,72
vaayu,72
petrol,101
aktonstr,72
uplb,72
dijel,161
kaarvn,72
tempobaat,72
dhunvaakaa,72
svaas,72
prsvaas,72
rogaihruko,16
vdhn,72
vidyaarthihrule,11
taalaabhrubaat,56
ketihruko,56
rogaihruko,88
vishvvidyaalysnga,56
bkkaahruko,266
apaanggahruko,56
kolejhru,6
unihrumaa,56
bhaaelkhaataael,20
kndeshvrikaae,20
aaannddev,20
vstihrulaairulaari,10
kligatvrs,20
shrkaae,40
nimaarn,86
garnubhyaae,20
ganeshkaae,40
aaath,60
aaathaivtaa,20
paaekhrikaae,20
kaathmaadaaai,20
tlaaukaae,20
bhnaari,20
yskaae,79
praapurvkaaldekhi,197
vyaapaarikkaae,20
no3po4,36
vstihrulaairulaari,10
njikkoko,26
kimiko,64
saadhnhru,296
vnirpur,19
bnaapur,19
bynepe,19
binyaapaa,19
vinyaapuri,38
vinaaykpuri,19
vninypy,19
bhnindai,19
bhonde,38
bhvt,38
philyaidekhi,19
hunrprch,19
bhuj,19
shivdev,19
anshuvrmaako,101
khulaaudaa,19
kndreshvr,31
kndeshvrmhaadev,19
garaamstt,19
bhujnggaraam,19
kiraatkaalmaa,188
gaaaukaa,22
hunurprdch,19
naalng,19
saang,19
khopring,19
∙,19
bstihrule,19
kiraatkaalin,19
bujhaauchn,19
abhy,148
kaagaunaaraaynko,19
bhndaarbhitrko,19
taadptrmaa,38
bninypy,19
bnaakaa,95
jyaarjundevko,38
bholaakhaa,19
kligat,19
vrs4197,19
aannddev,19
bholaakhaabstisnga,19
ganeshhru,19
dikpaalkaa,19
prtisthaapn,130
mndirsmip,19
aathaivtaa,19
ganeshhrusnga,19
thaaukaa,50
dhoi,19
paatimaa,38
devdevihruprti,19
kittle,49
jivnyaapn,132
aanndpurvk,19
bitaauthe,19
pokhrihru,157
paatihru,19
hraaiskaa,59
kaarvtaajti,19
bhjnhru,50
klirhaa,75
gardaako,214
haavaako,311
milaaunkaa,19
thaauthaaumaa,19
nni,57
inaarhru,57
dhunggaedhaaraahru,19
bnaangari,19
lksnyukt,38
puriiskaa,19
dhunggaedhaaraako,19
sukiskaa,19
atikrmnmaa,19
priskaa,158
raajvnshaavli,254
bnaaksetrle,19
bnaalihruko,19
agauvaaimaa,20
ultpultsmet,19
bnaalihru,19
vishestah,530
vrddhnhru,19
jyotiraam,19
vrddhn,38
jyotiraamkaa,19
anekraam,19
anekraampchi,19
jyaarjundevkaa,19
bhitryaaiyo,119
raajlldevisit,19
jysinhraamle,38
jyaarjundevlaai,19
maannurprch,19
vrsmm,197
jysinhraamlaai,19
                                            ,19
indreshvrmhaadevkaa,19
sunaulaa,40
khol,305
molmbaa,19
indreshvrko,19
tulaanaaraaynko,19
vrir,19
vidvaanhrulaai,19
mulyvaan,19
vyhoraa,19
indreshvrmndirbhitrko,19
suvrnptrmaa,91
mugalsmraat,19
smsuddinko,19
pshuptinaathmndirko,19
punruddhaar,175
kturmukhi,19
bnaali,19
bholaakhaamaa,19
drbaarlaai,83
kvaath,38
thaaulaai,169
saahinlaa,38
kndeshvrile,19
dhlnche,19
khlkkaa,20
mohnsin,19
maanndhrlaai,19
raagaoko,19
mohnsinle,19
ekmukhi,19
rudraaks,19
pshuptimndirmaa,19
mllpchi,38
keshv,44
njikhaalai,7
gaopaalraajvnshaavli,5
kaak,38
kshmir,655
luijeiyaanaa,10
vaidyut,10
abhiyaantriki,10
kshmirmaa,45
khaas,70
prikaar,3
yeslai,3
aitihs,3
dheki,3
liyr,3
aaile,3
sm,3
rkheko,3
dhiko,149
jnaainch,44
dhihruko,26
mllraajaahrule,26
atyaadhunik,246
prvidhihruko,200
baasindaahrule,25
shailibaat,48
jogaaaer,26
bhuldainn,24
svaadilo,118
svsthkr,22
bhus,78
bichyaainch,20
ktaaro,19
umleko,18
ktaaroko,18
kehiber,17
sirk,16
odhnele,16
garedekhi,7
khaaaa,7
bkeko,7
jmeko,170
svaadko,7
itihaasvidrukaa,6
likchvikaalmai,77
vyvsaayibik,6
mllkaalkaa,77
mgaaae,1
mgaaaeko,48
dhihruko,2
mllraajaahrule,2
prvidhihruko,2
baasindaahrule,201
paartikolaagai,12
ligue,12
mouvement,12
pour,12
parti,12
travail,12
senalmaa,8
abdolye,12
baatili,12
prjaataantrik,4
österreichische,41
volkspartei,82
astriyaamaa,48
volfganga,41
shisel,41
junge,70
benitaa,41
ferero,41
vldnerle,41
astriyaamaa,1
astriyaamaa,4
sozialdemokratische,43
partei,43
österreichs,72
alfred,43
gausenbauer,43
hains,43
fisherle,43
astriyaakaa,60
argument,29
kommunistische,29
jugend,29
linke,29
maanungmaa,42
nrnaath,276
taaraadevi,149
khnaalkaa,84
pro,585
maaninuhunch,84
punrjaagarnkaalmaa,42
shiksaaksetrmaa,42
dhrohrkai,42
pdhnubhyo,64
bordprthm,1
biessi,47
adhykssmet,2
raajdutko,41
jaanubheko,41
sllaahkaarsmet,144
aagamnpchikaa,1
prdhaanmntridvy,42
bitaaundai,42
prraastrnitiko,9
mhfvpurn,77
shaalin,42
smaaloknaako,42
sukti,42
pdykriti,42
rifleksn,42
rilesns,42
stre,42
thts,42
traanjisn,42
aaisolesnijm,42
afeyrs,42
aaftr,42
demokretik,89
restoresn,42
naals,42
nn,42
aaisolesnist,42
fren,42
polisi,42
shishupaalvdhko,42
srgako,42
anuvaadsmet,42
adhyaa,198
adhyynsmet,42
smnvyvaadi,42
kritikaar,42
sherknlgaaaytkaa,42
vishlesnaatmk,48
antrraastriyjgatmaa,42
kininuhunch,68
kdrsvrup,42
rekhaakitrsmet,42
smmaanaarth,103
mhaavidyaavaaridhi,71
vaahu,42
trishktiptt,149
shripd,42
anreri,42
mhendrsnga,63
vaangdungmaa,42
afro,42
yuvraajkaa,42
virendrle,25
liibkseko,42
shobhaagajnga,42
vrsgaaanth,42
jnaamdhye,23
haarvrd,42
felo,42
jyraaj,43
saajhaabaat,42
ydunaathko,42
kmlaasnga,42
kmlaako,42
dinaghismm,1
nivaassthaan,54
baaneshvrmaa,42
ski,66
choraabuhaarile,1
sodhpuch,42
chaatismbndhi,42
thaapaathlisthit,42
garaaunubheko,42
udyraaj,42
daagabtti,58
sjdhj,42
hllikhlli,42
bhnnubhaale,42
tysaianurup,42
birendrbaat,36
birendrle,689
prraastrnaitiko,33
1926maa,29
garihskiv,15
vidvaankaa,15
koiraalaasmmle,15
prraastrskiv,15
puspbhkt,45
bordfrst,109
khaumaatolmaa,22
vibhaagakaa,244
uhaaaa,2
bhugarbh,66
maaining,22
inyjiniyring,22
snghrsmy,22
pdhelekhaa,52
bhktpurmai,2
pdhaaikaa,22
puganuprthyo,2
aafntkhaan,22
smsyaale,31
uhaanlaai,35
staayo,22
run,57
mrkaa,22
skulkaa,98
jyaamitiko,22
sittaimaa,77
fulyaae,22
tyushn,131
pdhaaer,65
kinnubhyo,2
pdhaaai,22
shulkle,22
raakhnubhyo,22
pdhaaiprtiko,2
smmohn,22
ikhkaa,22
maulaaeko,44
tero,194
kaakaale,22
metrik,22
gariskyo,22
tn,37
kksaamaa,527
chs,22
pdhdains,22
tainle,22
garchs,22
jivnbhri,22
adhyynmai,22
lin,230
bordko,60
tyspurv,22
chaatraahru,22
priksaasmbndhi,2
prkriyaahru,52
pusko,22
hptaadekhi,22
haaiskuldekhi,12
dksinpttiko,2
aadhaaaadhi,2
bhukmpkaa,31
haaiskulko,146
priksaarthihru,42
anupsthit,128
priksaarthihrumdhye,2
chaatraa,22
svinaakumaari,22
rfm,22
aathsy,46
purnaangk,22
bordmaa,70
aaunehru,22
snkaarmaadhymko,13
prihaalchn,22
anrtvaartaahru,22
rijlt,22
puspbhktle,22
paaunubhyo,31
rudrraaj,22
paandele,177
rhechau,74
bdhaain,22
paaunechau,22
dvitiy,2
inyjiniyringmaa,22
fulkokimaa,22
sunkhaaniko,22
vaijnyaaniksmet,22
khnijko,45
siment,76
udyogale,636
lyaaunech,22
aasthaavaan,63
lksminaaraayn,231
bhaagavt,22
chaadiekomaa,22
advitiy,27
ronaast,21
chimek,21
snghssthaabaat,21
vaijnyaanikkaa,21
dmko,22
pidit,60
haaiskulbaat,22
baanknu,27
bitaaunubheko,22
dillibjaarmaa,22
nskai,2
lndnbaat,23
vijnyaansmbndhi,22
taalimsmet,16
askhy,22
nskekomaa,22
puganu,43
kinnu,131
dvitiy,21
advitiy,130
skulkaa,20
haaiskuldekhi,10
haaiskulko,11
snykaarmaadhymko,9
taalimsmet,6
jgadmbaakumaari,5
gaurupurnimaakaa,6
blraampurmaa,11
jgadmbaakumaariko,22
mdnshmsher,15
jbraasnga,11
mdnshmsherko,11
pulkokmaa,11
galrs,7
jinsi,11
anudaan,155
klejhrumaa,11
sitko,133
pulkoksthit,11
shrimhl,11
vaangmy,112
2011maa,76
2013maa,69
jbraaki,4
garls,4
diin,44
2012maa,3
2045maa,28
dhrmendr,70
saan,1
saanko,6
leksaaidmaa,6
priyaarkaa,6
shrrinkhlaamaa,391
frst,6
rnrap,6
elbm,6
stkitshmsher,17
purvprdhaansaapti,3
saanibaat,16
jnaandolnkaa,340
pdmai,16
vightit,63
raajprisd,32
myaanmaakaa,16
kyaansrpidit,3
chaaunisthit,16
antysti,16
sdyshmsherle,3
jnyaanendrkaa,16
sllaahkaarkaa,33
vivaadit,277
byaan,643
pidit,19
sdy,13
drshnlaal,16
shaadt,55
aalaa,190
sptrikaa,32
kmiti,15
raajviraajmaa,30
msaal,139
bhaagadaudmaa,15
hridyghaat,150
upkaarkai,15
shhaadt,28
srmthn,45
yaadvlaai,15
jaagairbaat,9
dinaidekhi,15
jnaandolnmaa,240
homiaa,15
aandolnpchi,15
jodidine,15
raajnitimai,15
prtibddhtaa,313
praaptipchi,24
aalaa,117
choraashit,15
dshnko,15
sivaay,24
gaujaaraakaa,15
yaadvle,15
smrthnmaa,52
gaumaaepchi,15
bhokai,15
jgagaaale,15
dhaann,320
laagaedekhi,15
dyniy,38
jnrvaakit,2
mlekpur,22
hraa,209
kaarykrmaa,15
aalele,15
virodhsbhaa,15
maaovaadimaa,15
kaarbaahimaa,15
surksaakrmile,15
ktti,67
biklit,15
jnnirvaakit,249
23maa,7
jaagairbaat,6
roma,292
laatiym,104
tiber,3
romle,151
bhyaatikn,151
romko,434
epril,191
romulsle,3
rems,3
jumlyaahaa,355
remslaai,3
dubailaai,242
bvaansole,151
hurkaaeko,151
paalaataain,151
baalbaalikaahrule,199
itaalikai,151
1303maa,151
